#原文	読み	文字種	タグ	OrigIdx
人	ヒト	KANJI	S	111
々	ビト	OTHER	S	112
の	ノ+S	HIRAGANA	S	113
心	ココロ	KANJI	S	115
に	ニ+S	HIRAGANA	S	116
深	フカ	KANJI	S	118
く	ク+S	HIRAGANA	S	119
響	ヒビ	KANJI	S	121
く	ク+S	HIRAGANA	S	122
こ	コ	HIRAGANA	S	124
と	ト	HIRAGANA	S	125
が	ガ+S	HIRAGANA	S	126
あ	ア	HIRAGANA	S	128
り	リ	HIRAGANA	S	129
ま	マ	HIRAGANA	S	130
す	ス	HIRAGANA	S	131
。	。+S	SYMBOL	S	132
ま	マ	HIRAGANA	S	133
た	タ	HIRAGANA	S	134
、	、+S	SYMBOL	S	135
音	オン	KANJI	S	136
楽	ガク	KANJI	S	137
は	ワ+S	HIRAGANA	S	138
ス	ス	KATAKANA	S	140
ト	ト	KATAKANA	S	141
レ	レ	KATAKANA	S	142
ス	ス+S	KATAKANA	S	143
解	カイ	KANJI	S	145
消	ショー	KANJI	S	146
や	ヤ+S	HIRAGANA	S	147
リ	リ	KATAKANA	S	149
ラ	ラ	KATAKANA	S	150
ク	ク	KATAKANA	S	151
ゼ	ゼ	KATAKANA	S	152
ー	ー	KATAKANA	S	153
シ	ショ	KATAKANA	B	154
ョ	---	KATAKANA	E	155
ン	ン	KATAKANA	S	156
に	ニ	HIRAGANA	S	157
も	モ+S	HIRAGANA	S	158
効	コー	KANJI	S	160
果	カ	KANJI	S	161
的	テキ	KANJI	S	162
で	デ+S	HIRAGANA	S	163
あ	ア	HIRAGANA	S	165
り	リ	HIRAGANA	S	166
、	、+S	SYMBOL	S	167
多	オオ	KANJI	S	168
く	ク	HIRAGANA	S	169
の	ノ+S	HIRAGANA	S	170
人	ヒト	KANJI	S	172
に	ニ+S	HIRAGANA	S	173
と	ト	HIRAGANA	S	175
っ	ッ	HIRAGANA	S	176
て	テ+S	HIRAGANA	S	177
日	ニチ	KANJI	S	179
常	ジョー+S	KANJI	S	180
生	セイ	KANJI	S	182
活	カツ	KANJI	S	183
の	ノ+S	HIRAGANA	S	184
一	イチ	KANJI	S	186
部	ブ	KANJI	S	187
と	ト+S	HIRAGANA	S	188
な	ナ	HIRAGANA	S	190
っ	ッ	HIRAGANA	S	191
て	テ+S	HIRAGANA	S	192
い	イ	HIRAGANA	S	194
ま	マ	HIRAGANA	S	195
す	ス	HIRAGANA	S	196
。	。+S	SYMBOL	S	197

旅	リョ	KANJI	S	0
行	コー	KANJI	S	1
は	ワ	HIRAGANA	S	2
、	、+S	SYMBOL	S	3
異	コト	KANJI	S	4
な	ナ	HIRAGANA	S	5
る	ル+S	HIRAGANA	S	6
文	ブン	KANJI	S	8
化	カ	KANJI	S	9
や	ヤ+S	HIRAGANA	S	10
風	フー	KANJI	S	12
景	ケイ	KANJI	S	13
を	ヲ+S	HIRAGANA	S	14
体	タイ	KANJI	S	16
験	ケン+S	KANJI	S	17
す	ス	HIRAGANA	S	19
る	ル+S	HIRAGANA	S	20
素	ス	KANJI	S	22
晴	バ	KANJI	S	23
ら	ラ	HIRAGANA	S	24
し	シ	HIRAGANA	S	25
い	イ+S	HIRAGANA	S	26
方	ホー	KANJI	S	28
法	ホー	KANJI	S	29
で	デ	HIRAGANA	S	30
す	ス	HIRAGANA	S	31
。	。+S	SYMBOL	S	32
旅	リョ	KANJI	S	33
行	コー	KANJI	S	34
を	ヲ+S	HIRAGANA	S	35
通	ツー	KANJI	S	37
じ	ジ	HIRAGANA	S	38
て	テ	HIRAGANA	S	39
、	、+S	SYMBOL	S	40
新	アタラ	KANJI	S	41
し	シ	HIRAGANA	S	42
い	イ+S	HIRAGANA	S	43
場	バ	KANJI	S	45
所	ショ	KANJI	S	46
を	ヲ+S	HIRAGANA	S	47
訪	オトズ	KANJI	S	49
れ	レ	HIRAGANA	S	50
た	タ	HIRAGANA	S	51
り	リ	HIRAGANA	S	52
、	、+S	SYMBOL	S	53
地	ジ	KANJI	S	54
元	モト	KANJI	S	55
の	ノ+S	HIRAGANA	S	56
人	ヒト	KANJI	S	58
々	ビト	OTHER	S	59
と	ト+S	HIRAGANA	S	60
交	コー	KANJI	S	62
流	リュー+S	KANJI	S	63
し	シ	HIRAGANA	S	65
た	タ	HIRAGANA	S	66
り	リ+S	HIRAGANA	S	67
す	ス	HIRAGANA	S	69
る	ル+S	HIRAGANA	S	70
こ	コ	HIRAGANA	S	72
と	ト	HIRAGANA	S	73
で	デ	HIRAGANA	S	74
、	、+S	SYMBOL	S	75
視	シ	KANJI	S	76
野	ヤ	KANJI	S	77
が	ガ+S	HIRAGANA	S	78
広	ヒロ	KANJI	S	80
が	ガ	HIRAGANA	S	81
り	リ	HIRAGANA	S	82
ま	マ	HIRAGANA	S	83
す	ス	HIRAGANA	S	84
。	。+S	SYMBOL	S	85
ま	マ	HIRAGANA	S	86
た	タ	HIRAGANA	S	87
、	、+S	SYMBOL	S	88
旅	リョ	KANJI	S	89
行	コー	KANJI	S	90
は	ワ+S	HIRAGANA	S	91
リ	リ	KATAKANA	S	93
フ	フ	KATAKANA	S	94
レ	レ	KATAKANA	S	95
ッ	ッ	KATAKANA	S	96
シ	シュ	KATAKANA	B	97
ュ	---	KATAKANA	E	98
や	ヤ+S	HIRAGANA	S	99
ス	ス	KATAKANA	S	101
ト	ト	KATAKANA	S	102
レ	レ	KATAKANA	S	103
ス	ス+S	KATAKANA	S	104
解	カイ	KANJI	S	106
消	ショー	KANJI	S	107
に	ニ	HIRAGANA	S	108
も	モ+S	HIRAGANA	S	109
効	コー	KANJI	S	111
果	カ	KANJI	S	112
的	テキ	KANJI	S	113
で	デ+S	HIRAGANA	S	114
あ	ア	HIRAGANA	S	116
り	リ	HIRAGANA	S	117
、	、+S	SYMBOL	S	118
日	ニチ	KANJI	S	119
常	ジョー+S	KANJI	S	120
生	セイ	KANJI	S	122
活	カツ	KANJI	S	123
か	カ	HIRAGANA	S	124
ら	ラ+S	HIRAGANA	S	125
離	ハナ	KANJI	S	127
れ	レ	HIRAGANA	S	128
て	テ+S	HIRAGANA	S	129
新	アタラ	KANJI	S	131
し	シ	HIRAGANA	S	132
い	イ+S	HIRAGANA	S	133
環	カン	KANJI	S	135
境	キョー	KANJI	S	136
に	ニ+S	HIRAGANA	S	137
身	ミ	KANJI	S	139
を	ヲ+S	HIRAGANA	S	140
置	オ	KANJI	S	142
く	ク+S	HIRAGANA	S	143
こ	コ	HIRAGANA	S	145
と	ト	HIRAGANA	S	146
で	デ	HIRAGANA	S	147
、	、+S	SYMBOL	S	148
心	シン	KANJI	S	149
身	シン+S	KANJI	S	150
と	ト	HIRAGANA	S	152
も	モ	HIRAGANA	S	153
に	ニ+S	HIRAGANA	S	154
リ	リ	KATAKANA	S	156
フ	フ	KATAKANA	S	157
レ	レ	KATAKANA	S	158
ッ	ッ	KATAKANA	S	159
シ	シュ	KATAKANA	B	160
ュ	---+S	KATAKANA	E	161
で	デ	HIRAGANA	S	163
き	キ	HIRAGANA	S	164
ま	マ	HIRAGANA	S	165
す	ス	HIRAGANA	S	166
。	。+S	SYMBOL	S	167
さ	サ	HIRAGANA	S	168
ら	ラ	HIRAGANA	S	169
に	ニ	HIRAGANA	S	170
、	、+S	SYMBOL	S	171
旅	リョ	KANJI	S	172
行	コー	KANJI	S	173
は	ワ+S	HIRAGANA	S	174
思	オモ	KANJI	S	176
い	イ	HIRAGANA	S	177
出	デ	KANJI	S	178
作	ヅク	KANJI	S	179
り	リ	HIRAGANA	S	180
に	ニ	HIRAGANA	S	181
も	モ+S	HIRAGANA	S	182
最	サイ	KANJI	S	184
適	テキ	KANJI	S	185
で	デ+S	HIRAGANA	S	186
あ	ア	HIRAGANA	S	188
り	リ	HIRAGANA	S	189
、	、+S	SYMBOL	S	190
家	カ	KANJI	S	191
族	ゾク	KANJI	S	192
や	ヤ+S	HIRAGANA	S	193
友	ユー	KANJI	S	195
人	ジン	KANJI	S	196
と	ト	HIRAGANA	S	197
の	ノ+S	HIRAGANA	S	198
絆	キズナ	KANJI	S	200
を	ヲ+S	HIRAGANA	S	201
深	フカ	KANJI	S	203
め	メ	HIRAGANA	S	204
る	ル+S	HIRAGANA	S	205
機	キ	KANJI	S	207
会	カイ	KANJI	S	208
に	ニ	HIRAGANA	S	209
も	モ+S	HIRAGANA	S	210
な	ナ	HIRAGANA	S	212
り	リ	HIRAGANA	S	213
ま	マ	HIRAGANA	S	214
す	ス	HIRAGANA	S	215
。	。+S	SYMBOL	S	216

学	ガッ	KANJI	S	0
校	コー	KANJI	S	1
の	ノ+S	HIRAGANA	S	2
授	ジュ	KANJI	S	4
業	ギョー	KANJI	S	5
で	デ	HIRAGANA	S	6
は	ワ	HIRAGANA	S	7
、	、+S	SYMBOL	S	8
様	サマ	KANJI	S	9
々	ザマ	OTHER	S	10
な	ナ+S	HIRAGANA	S	11
科	カ	KANJI	S	13
目	モク	KANJI	S	14
が	ガ+S	HIRAGANA	S	15
教	オシ	KANJI	S	17
え	エ	HIRAGANA	S	18
ら	ラ	HIRAGANA	S	19
れ	レ	HIRAGANA	S	20
ま	マ	HIRAGANA	S	21
す	ス	HIRAGANA	S	22
。	。+S	SYMBOL	S	23
国	コク	KANJI	S	24
語	ゴ	KANJI	S	25
、	、+S	SYMBOL	S	26
数	スー	KANJI	S	27
学	ガク	KANJI	S	28
、	、+S	SYMBOL	S	29
理	リ	KANJI	S	30
科	カ	KANJI	S	31
、	、+S	SYMBOL	S	32
社	シャ	KANJI	S	33
会	カイ	KANJI	S	34
な	ナ	HIRAGANA	S	35
ど	ド	HIRAGANA	S	36
の	ノ+S	HIRAGANA	S	37
基	キ	KANJI	S	39
本	ホン	KANJI	S	40
的	テキ	KANJI	S	41
な	ナ+S	HIRAGANA	S	42
科	カ	KANJI	S	44
目	モク	KANJI	S	45
か	カ	HIRAGANA	S	46
ら	ラ	HIRAGANA	S	47
、	、+S	SYMBOL	S	48
音	オン	KANJI	S	49
楽	ガク	KANJI	S	50
、	、+S	SYMBOL	S	51
美	ビ	KANJI	S	52
術	ジュツ	KANJI	S	53
、	、+S	SYMBOL	S	54
体	タイ	KANJI	S	55
育	イク	KANJI	S	56
な	ナ	HIRAGANA	S	57
ど	ド	HIRAGANA	S	58
の	ノ+S	HIRAGANA	S	59
特	トク	KANJI	S	61
別	ベツ	KANJI	S	62
な	ナ+S	HIRAGANA	S	63
科	カ	KANJI	S	65
目	モク	KANJI	S	66
ま	マ	HIRAGANA	S	67
で	デ	HIRAGANA	S	68
、	、+S	SYMBOL	S	69
多	タ	KANJI	S	70
岐	キ	KANJI	S	71
に	ニ+S	HIRAGANA	S	72
わ	ワ	HIRAGANA	S	74
た	タ	HIRAGANA	S	75
り	リ	HIRAGANA	S	76
ま	マ	HIRAGANA	S	77
す	ス	HIRAGANA	S	78
。	。+S	SYMBOL	S	79
学	ガッ	KANJI	S	80
校	コー	KANJI	S	81
の	ノ+S	HIRAGANA	S	82
授	ジュ	KANJI	S	84
業	ギョー	KANJI	S	85
は	ワ	HIRAGANA	S	86
、	、+S	SYMBOL	S	87
生	セイ	KANJI	S	88
徒	ト	KANJI	S	89
が	ガ+S	HIRAGANA	S	90
知	チ	KANJI	S	92
識	シキ	KANJI	S	93
を	ヲ+S	HIRAGANA	S	94
深	フカ	KANJI	S	96
め	メ	HIRAGANA	S	97
る	ル	HIRAGANA	S	98
だ	ダ	HIRAGANA	S	99
け	ケ	HIRAGANA	S	100
で	デ+S	HIRAGANA	S	101
な	ナ	HIRAGANA	S	103
く	ク	HIRAGANA	S	104
、	、+S	SYMBOL	S	105
社	シャ	KANJI	S	106
会	カイ	KANJI	S	107
性	セイ	KANJI	S	108
や	ヤ+S	HIRAGANA	S	109
協	キョー	KANJI	S	111
調	チョー	KANJI	S	112
性	セイ	KANJI	S	113
を	ヲ+S	HIRAGANA	S	114
養	ヤシナ	KANJI	S	116
う	ウ+S	HIRAGANA	S	117
場	バ	KANJI	S	119
で	デ	HIRAGANA	S	120
も	モ+S	HIRAGANA	S	121
あ	ア	HIRAGANA	S	123
り	リ	HIRAGANA	S	124
ま	マ	HIRAGANA	S	125
す	ス	HIRAGANA	S	126
。	。+S	SYMBOL	S	127
ま	マ	HIRAGANA	S	128
た	タ	HIRAGANA	S	129
、	、+S	SYMBOL	S	130
授	ジュ	KANJI	S	131
業	ギョー	KANJI	S	132
を	ヲ+S	HIRAGANA	S	133
通	ツー	KANJI	S	135
じ	ジ	HIRAGANA	S	136
て	テ	HIRAGANA	S	137
、	、+S	SYMBOL	S	138
生	セイ	KANJI	S	139
徒	ト	KANJI	S	140
は	ワ+S	HIRAGANA	S	141
自	ジ	KANJI	S	143
分	ブン	KANJI	S	144
の	ノ+S	HIRAGANA	S	145
興	キョー	KANJI	S	147
味	ミ	KANJI	S	148
や	ヤ+S	HIRAGANA	S	149
才	サイ	KANJI	S	151
能	ノー	KANJI	S	152
を	ヲ+S	HIRAGANA	S	153
見	ミ	KANJI	S	155
つ	ツ	HIRAGANA	S	156
け	ケ	HIRAGANA	S	157
る	ル+S	HIRAGANA	S	158
こ	コ	HIRAGANA	S	160
と	ト	HIRAGANA	S	161
が	ガ+S	HIRAGANA	S	162
で	デ	HIRAGANA	S	164
き	キ	HIRAGANA	S	165
る	ル+S	HIRAGANA	S	166
た	タ	HIRAGANA	S	168
め	メ	HIRAGANA	S	169
、	、+S	SYMBOL	S	170
将	ショー	KANJI	S	171
来	ライ	KANJI	S	172
の	ノ+S	HIRAGANA	S	173
進	シン	KANJI	S	175
路	ロ+S	KANJI	S	176
選	セン	KANJI	S	178
択	タク	KANJI	S	179
に	ニ	HIRAGANA	S	180
も	モ+S	HIRAGANA	S	181
大	オオ	KANJI	S	183
き	キ	HIRAGANA	S	184
な	ナ+S	HIRAGANA	S	185
影	エイ	KANJI	S	187
響	キョー	KANJI	S	188
を	ヲ+S	HIRAGANA	S	189
与	アタ	KANJI	S	191
え	エ	HIRAGANA	S	192
ま	マ	HIRAGANA	S	193
す	ス	HIRAGANA	S	194
。	。+S	SYMBOL	S	195

ラ	ラ	KATAKANA	S	0
ー	ー	KATAKANA	S	1
メ	メ	KATAKANA	S	2
ン	ン	KATAKANA	S	3
は	ワ	HIRAGANA	S	4
、	、+S	SYMBOL	S	5
日	ニ	KANJI	S	6
本	ホン+S	KANJI	S	7
発	ハッ	KANJI	S	9
祥	ショー	KANJI	S	10
の	ノ+S	HIRAGANA	S	11
麺	メン+S	KANJI	S	13
料	リョー	KANJI	S	15
理	リ	KANJI	S	16
で	デ	HIRAGANA	S	17
、	、+S	SYMBOL	S	18
世	セ	KANJI	S	19
界	カイ	KANJI	S	20
中	ジュー	KANJI	S	21
で	デ+S	HIRAGANA	S	22
人	ニン	KANJI	S	24
気	キ	KANJI	S	25
が	ガ+S	HIRAGANA	S	26
あ	ア	HIRAGANA	S	28
り	リ	HIRAGANA	S	29
ま	マ	HIRAGANA	S	30
す	ス	HIRAGANA	S	31
。	。+S	SYMBOL	S	32
ラ	ラ	KATAKANA	S	33
ー	ー	KATAKANA	S	34
メ	メ	KATAKANA	S	35
ン	ン	KATAKANA	S	36
に	ニ	HIRAGANA	S	37
は	ワ+S	HIRAGANA	S	38
様	サマ	KANJI	S	40
々	ザマ	OTHER	S	41
な	ナ+S	HIRAGANA	S	42
種	シュ	KANJI	S	44
類	ルイ	KANJI	S	45
が	ガ+S	HIRAGANA	S	46
あ	ア	HIRAGANA	S	48
り	リ	HIRAGANA	S	49
、	、+S	SYMBOL	S	50
醤	ショー	KANJI	S	51
油	ユ+S	KANJI	S	52
ラ	ラ	KATAKANA	S	54
ー	ー	KATAKANA	S	55
メ	メ	KATAKANA	S	56
ン	ン	KATAKANA	S	57
、	、+S	SYMBOL	S	58
味	ミ	KANJI	S	59
噌	ソ+S	KANJI	S	60
ラ	ラ	KATAKANA	S	62
ー	ー	KATAKANA	S	63
メ	メ	KATAKANA	S	64
ン	ン	KATAKANA	S	65
、	、+S	SYMBOL	S	66
塩	シオ+S	KANJI	S	67
ラ	ラ	KATAKANA	S	69
ー	ー	KATAKANA	S	70
メ	メ	KATAKANA	S	71
ン	ン	KATAKANA	S	72
な	ナ	HIRAGANA	S	73
ど	ド	HIRAGANA	S	74
、	、+S	SYMBOL	S	75
ス	ス	KATAKANA	S	76
ー	ー	KATAKANA	S	77
プ	プ	KATAKANA	S	78
の	ノ+S	HIRAGANA	S	79
味	アジ	KANJI	S	81
に	ニ+S	HIRAGANA	S	82
よ	ヨ	HIRAGANA	S	84
っ	ッ	HIRAGANA	S	85
て	テ+S	HIRAGANA	S	86
分	ブン	KANJI	S	88
類	ルイ+S	KANJI	S	89
さ	サ	HIRAGANA	S	91
れ	レ	HIRAGANA	S	92
ま	マ	HIRAGANA	S	93
す	ス	HIRAGANA	S	94
。	。+S	SYMBOL	S	95
ま	マ	HIRAGANA	S	96
た	タ	HIRAGANA	S	97
、	、+S	SYMBOL	S	98
ト	ト	KATAKANA	S	99
ッ	ッ	KATAKANA	S	100
ピ	ピ	KATAKANA	S	101
ン	ン	KATAKANA	S	102
グ	グ	KATAKANA	S	103
も	モ+S	HIRAGANA	S	104
多	タ	KANJI	S	106
様	ヨー	KANJI	S	107
で	デ	HIRAGANA	S	108
、	、+S	SYMBOL	S	109
チ	チャ	KATAKANA	B	110
ャ	---	KATAKANA	E	111
ー	ー	KATAKANA	S	112
シ	シュ	KATAKANA	B	113
ュ	---	KATAKANA	E	114
ー	ー	KATAKANA	S	115
、	、+S	SYMBOL	S	116
メ	メ	KATAKANA	S	117
ン	ン	KATAKANA	S	118
マ	マ	KATAKANA	S	119
、	、+S	SYMBOL	S	120
ネ	ネ	KATAKANA	S	121
ギ	ギ	KATAKANA	S	122
な	ナ	HIRAGANA	S	123
ど	ド	HIRAGANA	S	124
が	ガ+S	HIRAGANA	S	125
一	イッ	KANJI	S	127
般	パン	KANJI	S	128
的	テキ	KANJI	S	129
で	デ	HIRAGANA	S	130
す	ス	HIRAGANA	S	131
。	。+S	SYMBOL	S	132
ラ	ラ	KATAKANA	S	133
ー	ー	KATAKANA	S	134
メ	メ	KATAKANA	S	135
ン	ン	KATAKANA	S	136
は	ワ	HIRAGANA	S	137
、	、+S	SYMBOL	S	138
そ	ソ	HIRAGANA	S	139
の	ノ+S	HIRAGANA	S	140
美	オ	KANJI	S	142
味	イ	KANJI	S	143
し	シ	HIRAGANA	S	144
さ	サ	HIRAGANA	S	145
と	ト+S	HIRAGANA	S	146
手	テ	KANJI	S	148
軽	ガル	KANJI	S	149
さ	サ	HIRAGANA	S	150
か	カ	HIRAGANA	S	151
ら	ラ	HIRAGANA	S	152
、	、+S	SYMBOL	S	153
多	オオ	KANJI	S	154
く	ク	HIRAGANA	S	155
の	ノ+S	HIRAGANA	S	156
人	ヒト	KANJI	S	158
に	ニ+S	HIRAGANA	S	159
愛	アイ	KANJI	S	161
さ	サ	HIRAGANA	S	162
れ	レ	HIRAGANA	S	163
て	テ+S	HIRAGANA	S	164
お	オ	HIRAGANA	S	166
り	リ	HIRAGANA	S	167
、	、+S	SYMBOL	S	168
専	セン	KANJI	S	169
門	モン	KANJI	S	170
店	テン	KANJI	S	171
も	モ+S	HIRAGANA	S	172
数	カズ+S	KANJI	S	174
多	オオ	KANJI	S	176
く	ク+S	HIRAGANA	S	177
存	ソン	KANJI	S	179
在	ザイ+S	KANJI	S	180
し	シ	HIRAGANA	S	182
ま	マ	HIRAGANA	S	183
す	ス	HIRAGANA	S	184
。	。+S	SYMBOL	S	185

カ	カ	KATAKANA	S	0
レ	レ	KATAKANA	S	1
ー	ー	KATAKANA	S	2
は	ワ	HIRAGANA	S	3
、	、+S	SYMBOL	S	4
ス	ス	KATAKANA	S	5
パ	パ	KATAKANA	S	6
イ	イ	KATAKANA	S	7
ス	ス	KATAKANA	S	8
を	ヲ+S	HIRAGANA	S	9
使	ツカ	KANJI	S	11
っ	ッ	HIRAGANA	S	12
た	タ+S	HIRAGANA	S	13
料	リョー	KANJI	S	15
理	リ	KANJI	S	16
の	ノ+S	HIRAGANA	S	17
一	イッ	KANJI	S	19
種	シュ	KANJI	S	20
で	デ	HIRAGANA	S	21
、	、+S	SYMBOL	S	22
世	セ	KANJI	S	23
界	カイ	KANJI	S	24
中	ジュー	KANJI	S	25
で	デ+S	HIRAGANA	S	26
愛	アイ	KANJI	S	28
さ	サ	HIRAGANA	S	29
れ	レ	HIRAGANA	S	30
て	テ+S	HIRAGANA	S	31
い	イ	HIRAGANA	S	33
ま	マ	HIRAGANA	S	34
す	ス	HIRAGANA	S	35
。	。+S	SYMBOL	S	36
カ	カ	KATAKANA	S	37
レ	レ	KATAKANA	S	38
ー	ー	KATAKANA	S	39
に	ニ	HIRAGANA	S	40
は	ワ+S	HIRAGANA	S	41
様	サマ	KANJI	S	43
々	ザマ	OTHER	S	44
な	ナ+S	HIRAGANA	S	45
種	シュ	KANJI	S	47
類	ルイ	KANJI	S	48
が	ガ+S	HIRAGANA	S	49
あ	ア	HIRAGANA	S	51
り	リ	HIRAGANA	S	52
、	、+S	SYMBOL	S	53
イ	イ	KATAKANA	S	54
ン	ン	KATAKANA	S	55
ド	ド	KATAKANA	S	56
の	ノ+S	HIRAGANA	S	57
カ	カ	KATAKANA	S	59
レ	レ	KATAKANA	S	60
ー	ー	KATAKANA	S	61
、	、+S	SYMBOL	S	62
日	ニ	KANJI	S	63
本	ホン	KANJI	S	64
の	ノ+S	HIRAGANA	S	65
カ	カ	KATAKANA	S	67
レ	レ	KATAKANA	S	68
ー	ー	KATAKANA	S	69
、	、+S	SYMBOL	S	70
タ	タ	KATAKANA	S	71
イ	イ	KATAKANA	S	72
の	ノ+S	HIRAGANA	S	73
カ	カ	KATAKANA	S	75
レ	レ	KATAKANA	S	76
ー	ー	KATAKANA	S	77
な	ナ	HIRAGANA	S	78
ど	ド	HIRAGANA	S	79
、	、+S	SYMBOL	S	80
地	チ	KANJI	S	81
域	イキ	KANJI	S	82
に	ニ+S	HIRAGANA	S	83
よ	ヨ	HIRAGANA	S	85
っ	ッ	HIRAGANA	S	86
て	テ+S	HIRAGANA	S	87
異	コト	KANJI	S	89
な	ナ	HIRAGANA	S	90
る	ル+S	HIRAGANA	S	91
特	トク	KANJI	S	93
徴	チョー	KANJI	S	94
が	ガ+S	HIRAGANA	S	95
あ	ア	HIRAGANA	S	97
り	リ	HIRAGANA	S	98
ま	マ	HIRAGANA	S	99
す	ス	HIRAGANA	S	100
。	。+S	SYMBOL	S	101
カ	カ	KATAKANA	S	102
レ	レ	KATAKANA	S	103
ー	ー	KATAKANA	S	104
は	ワ	HIRAGANA	S	105
、	、+S	SYMBOL	S	106
肉	ニク	KANJI	S	107
や	ヤ+S	HIRAGANA	S	108
野	ヤ	KANJI	S	110
菜	サイ	KANJI	S	111
を	ヲ+S	HIRAGANA	S	112
煮	ニ	KANJI	S	114
込	コ	KANJI	S	115
ん	ン	HIRAGANA	S	116
で	デ+S	HIRAGANA	S	117
作	ツク	KANJI	S	119
ら	ラ	HIRAGANA	S	120
れ	レ	HIRAGANA	S	121
る	ル+S	HIRAGANA	S	122
こ	コ	HIRAGANA	S	124
と	ト	HIRAGANA	S	125
が	ガ+S	HIRAGANA	S	126
多	オオ	KANJI	S	128
く	ク	HIRAGANA	S	129
、	、+S	SYMBOL	S	130
ご	ゴ	HIRAGANA	S	131
飯	ハン	KANJI	S	132
や	ヤ+S	HIRAGANA	S	133
ナ	ナ	KATAKANA	S	135
ン	ン	KATAKANA	S	136
と	ト+S	HIRAGANA	S	137
一	イッ	KANJI	S	139
緒	ショ	KANJI	S	140
に	ニ+S	HIRAGANA	S	141
食	タ	KANJI	S	143
べ	ベ	HIRAGANA	S	144
る	ル+S	HIRAGANA	S	145
こ	コ	HIRAGANA	S	147
と	ト	HIRAGANA	S	148
が	ガ+S	HIRAGANA	S	149
一	イッ	KANJI	S	151
般	パン	KANJI	S	152
的	テキ	KANJI	S	153
で	デ	HIRAGANA	S	154
す	ス	HIRAGANA	S	155
。	。+S	SYMBOL	S	156
ま	マ	HIRAGANA	S	157
た	タ	HIRAGANA	S	158
、	、+S	SYMBOL	S	159
カ	カ	KATAKANA	S	160
レ	レ	KATAKANA	S	161
ー	ー	KATAKANA	S	162
は	ワ+S	HIRAGANA	S	163
家	カ	KANJI	S	165
庭	テイ+S	KANJI	S	166
料	リョー	KANJI	S	168
理	リ	KANJI	S	169
と	ト+S	HIRAGANA	S	170
し	シ	HIRAGANA	S	172
て	テ	HIRAGANA	S	173
も	モ+S	HIRAGANA	S	174
人	ニン	KANJI	S	176
気	キ	KANJI	S	177
が	ガ+S	HIRAGANA	S	178
あ	ア	HIRAGANA	S	180
り	リ	HIRAGANA	S	181
、	、+S	SYMBOL	S	182
多	オオ	KANJI	S	183
く	ク	HIRAGANA	S	184
の	ノ+S	HIRAGANA	S	185
レ	レ	KATAKANA	S	187
シ	シ	KATAKANA	S	188
ピ	ピ	KATAKANA	S	189
が	ガ+S	HIRAGANA	S	190
存	ソン	KANJI	S	192
在	ザイ+S	KANJI	S	193
し	シ	HIRAGANA	S	195
ま	マ	HIRAGANA	S	196
す	ス	HIRAGANA	S	197
。	。+S	SYMBOL	S	198

温	オン	KANJI	S	0
泉	セン+S	KANJI	S	1
卵	タマゴ	KANJI	S	3
は	ワ	HIRAGANA	S	4
、	、+S	SYMBOL	S	5
温	オン	KANJI	S	6
泉	セン	KANJI	S	7
の	ノ+S	HIRAGANA	S	8
湯	ユ	KANJI	S	10
で	デ+S	HIRAGANA	S	11
ゆ	ユ	HIRAGANA	S	13
っ	ッ	HIRAGANA	S	14
く	ク	HIRAGANA	S	15
り	リ	HIRAGANA	S	16
と	ト+S	HIRAGANA	S	17
加	カ	KANJI	S	19
熱	ネツ+S	KANJI	S	20
さ	サ	HIRAGANA	S	22
れ	レ	HIRAGANA	S	23
た	タ+S	HIRAGANA	S	24
卵	タマゴ	KANJI	S	26
の	ノ+S	HIRAGANA	S	27
こ	コ	HIRAGANA	S	29
と	ト	HIRAGANA	S	30
を	ヲ+S	HIRAGANA	S	31
指	サ	KANJI	S	33
し	シ	HIRAGANA	S	34
ま	マ	HIRAGANA	S	35
す	ス	HIRAGANA	S	36
。	。+S	SYMBOL	S	37
温	オン	KANJI	S	38
泉	セン+S	KANJI	S	39
卵	タマゴ	KANJI	S	41
は	ワ	HIRAGANA	S	42
、	、+S	SYMBOL	S	43
通	ツー	KANJI	S	44
常	ジョー	KANJI	S	45
の	ノ+S	HIRAGANA	S	46
茹	ユ	KANJI	S	48
で	デ	HIRAGANA	S	49
卵	タマゴ	KANJI	S	50
と	ト	HIRAGANA	S	51
は	ワ+S	HIRAGANA	S	52
異	コト	KANJI	S	54
な	ナ	HIRAGANA	S	55
り	リ	HIRAGANA	S	56
、	、+S	SYMBOL	S	57
白	シロ	KANJI	S	58
身	ミ	KANJI	S	59
が	ガ+S	HIRAGANA	S	60
と	ト	HIRAGANA	S	62
ろ	ロ	HIRAGANA	S	63
り	リ	HIRAGANA	S	64
と	ト+S	HIRAGANA	S	65
半	ハン	KANJI	S	67
熟	ジュク+S	KANJI	S	68
状	ジョー	KANJI	S	70
態	タイ	KANJI	S	71
で	デ	HIRAGANA	S	72
、	、+S	SYMBOL	S	73
黄	キ	KANJI	S	74
身	ミ	KANJI	S	75
も	モ+S	HIRAGANA	S	76
ク	ク	KATAKANA	S	78
リ	リ	KATAKANA	S	79
ー	ー	KATAKANA	S	80
ミ	ミ	KATAKANA	S	81
ー	ー	KATAKANA	S	82
な	ナ+S	HIRAGANA	S	83
食	ショッ	KANJI	S	85
感	カン	KANJI	S	86
に	ニ+S	HIRAGANA	S	87
な	ナ	HIRAGANA	S	89
っ	ッ	HIRAGANA	S	90
