#原文	読み	文字種	OrigIdx
に	ニ+S	CharType.HIRAGANA	57
描	エガ	CharType.KANJI	58
け	ケ	CharType.HIRAGANA	59
な	ナ	CharType.HIRAGANA	60
く	ク	CharType.HIRAGANA	61
て	テ	CharType.HIRAGANA	62
も	モ	CharType.HIRAGANA	63
、	_	CharType.SYMBOL_PAUSE	64
自	ジ	CharType.KANJI	65
分	ブン	CharType.KANJI	66
の	ノ+S	CharType.HIRAGANA	67
感	カン	CharType.KANJI	68
じ	ジ	CharType.HIRAGANA	69
た	タ+S	CharType.HIRAGANA	70
ま	マ	CharType.HIRAGANA	71
ま	マ	CharType.HIRAGANA	72
に	ニ+S	CharType.HIRAGANA	73
描	エガ	CharType.KANJI	74
く	ク+S	CharType.HIRAGANA	75
こ	コ	CharType.HIRAGANA	76
と	ト	CharType.HIRAGANA	77
が	ガ+S	CharType.HIRAGANA	78
大	タイ	CharType.KANJI	79
切	セツ	CharType.KANJI	80
で	デ	CharType.HIRAGANA	81
す	ス	CharType.HIRAGANA	82
。	_	CharType.SYMBOL_STOP	83
美	ビ	CharType.KANJI	84
術	ジュツ	CharType.KANJI	85
館	カン	CharType.KANJI	86
で	デ+S	CharType.HIRAGANA	87
名	メイ	CharType.KANJI	88
画	ガ	CharType.KANJI	89
を	ヲ+S	CharType.HIRAGANA	90
鑑	カン	CharType.KANJI	91
賞	ショー+S	CharType.KANJI	92
す	ス	CharType.HIRAGANA	93
る	ル+S	CharType.HIRAGANA	94
こ	コ	CharType.HIRAGANA	95
と	ト	CharType.HIRAGANA	96
で	デ	CharType.HIRAGANA	97
、	_	CharType.SYMBOL_PAUSE	98
イ	イ	CharType.KATAKANA	99
ン	ン	CharType.KATAKANA	100
ス	ス	CharType.KATAKANA	101
ピ	ピ	CharType.KATAKANA	102
レ	レ	CharType.KATAKANA	103
ー	ー	CharType.KATAKANA	104
シ	ショ	CharType.KATAKANA	105
ョ	---	CharType.KATAKANA	106
ン	ン	CharType.KATAKANA	107
を	ヲ+S	CharType.HIRAGANA	108
得	エ	CharType.KANJI	109
ら	ラ	CharType.HIRAGANA	110
れ	レ	CharType.HIRAGANA	111
ま	マ	CharType.HIRAGANA	112
す	ス	CharType.HIRAGANA	113
。	_	CharType.SYMBOL_STOP	114
描	エガ	CharType.KANJI	115
く	ク+S	CharType.HIRAGANA	116
こ	コ	CharType.HIRAGANA	117
と	ト	CharType.HIRAGANA	118
で	デ+S	CharType.HIRAGANA	119
ス	ス	CharType.KATAKANA	120
ト	ト	CharType.KATAKANA	121
レ	レ	CharType.KATAKANA	122
ス	ス+S	CharType.KATAKANA	123
解	カイ	CharType.KANJI	124
消	ショー	CharType.KANJI	125
に	ニ+S	CharType.HIRAGANA	126
な	ナ	CharType.HIRAGANA	127
り	リ	CharType.HIRAGANA	128
、	_	CharType.SYMBOL_PAUSE	129
創	ソー	CharType.KANJI	130
造	ゾー	CharType.KANJI	131
力	リョク	CharType.KANJI	132
が	ガ+S	CharType.HIRAGANA	133
養	ヤシナ	CharType.KANJI	134
わ	ワ	CharType.HIRAGANA	135
れ	レ	CharType.HIRAGANA	136
ま	マ	CharType.HIRAGANA	137
す	ス	CharType.HIRAGANA	138
。	_	CharType.SYMBOL_STOP	139
自	ジ	CharType.KANJI	140
分	ブン	CharType.KANJI	141
だ	ダ	CharType.HIRAGANA	142
け	ケ	CharType.HIRAGANA	143
の	ノ+S	CharType.HIRAGANA	144
作	サク	CharType.KANJI	145
品	ヒン	CharType.KANJI	146
を	ヲ+S	CharType.HIRAGANA	147
作	ツク	CharType.KANJI	148
る	ル+S	CharType.HIRAGANA	149
喜	ヨロコ	CharType.KANJI	150
び	ビ	CharType.HIRAGANA	151
が	ガ+S	CharType.HIRAGANA	152
あ	ア	CharType.HIRAGANA	153
り	リ	CharType.HIRAGANA	154
ま	マ	CharType.HIRAGANA	155
す	ス	CharType.HIRAGANA	156
。	_	CharType.SYMBOL_STOP	157

温	アタタ	CharType.KANJI	0
か	カ	CharType.HIRAGANA	1
い	イ+S	CharType.HIRAGANA	2
ス	ス	CharType.KATAKANA	3
ー	ー	CharType.KATAKANA	4
プ	プ	CharType.KATAKANA	5
は	ワ+S	CharType.HIRAGANA	6
体	カラダ	CharType.KANJI	7
を	ヲ+S	CharType.HIRAGANA	8
温	アタタ	CharType.KANJI	9
め	メ	CharType.HIRAGANA	10
、	_	CharType.SYMBOL_PAUSE	11
心	ココロ	CharType.KANJI	12
を	ヲ+S	CharType.HIRAGANA	13
癒	イヤ	CharType.KANJI	14
し	シ	CharType.HIRAGANA	15
て	テ+S	CharType.HIRAGANA	16
く	ク	CharType.HIRAGANA	17
れ	レ	CharType.HIRAGANA	18
る	ル+S	CharType.HIRAGANA	19
料	リョー	CharType.KANJI	20
理	リ	CharType.KANJI	21
で	デ	CharType.HIRAGANA	22
す	ス	CharType.HIRAGANA	23
。	_	CharType.SYMBOL_STOP	24
野	ヤ	CharType.KANJI	25
菜	サイ+S	CharType.KANJI	26
た	タ	CharType.HIRAGANA	27
っ	ッ	CharType.HIRAGANA	28
ぷ	プ	CharType.HIRAGANA	29
り	リ	CharType.HIRAGANA	30
の	ノ+S	CharType.HIRAGANA	31
ス	ス	CharType.KATAKANA	32
ー	ー	CharType.KATAKANA	33
プ	プ	CharType.KATAKANA	34
は	ワ+S	CharType.HIRAGANA	35
栄	エイ	CharType.KANJI	36
養	ヨー+S	CharType.KANJI	37
バ	バ	CharType.KATAKANA	38
ラ	ラ	CharType.KATAKANA	39
ン	ン	CharType.KATAKANA	40
ス	ス	CharType.KATAKANA	41
も	モ+S	CharType.HIRAGANA	42
良	ヨ	CharType.KANJI	43
く	ク	CharType.HIRAGANA	44
、	_	CharType.SYMBOL_PAUSE	45
健	ケン	CharType.KANJI	46
康	コー	CharType.KANJI	47
的	テキ	CharType.KANJI	48
で	デ	CharType.HIRAGANA	49
す	ス	CharType.HIRAGANA	50
。	_	CharType.SYMBOL_STOP	51
寒	サム	CharType.KANJI	52
い	イ+S	CharType.HIRAGANA	53
日	ヒ	CharType.KANJI	54
に	ニ	CharType.HIRAGANA	55
は	ワ+S	CharType.HIRAGANA	56
特	トク	CharType.KANJI	57
に	ニ+S	CharType.HIRAGANA	58
美	オ	CharType.KANJI	59
味	イ	CharType.KANJI	60
し	シ	CharType.HIRAGANA	61
く	ク+S	CharType.HIRAGANA	62
感	カン	CharType.KANJI	63
じ	ジ	CharType.HIRAGANA	64
ら	ラ	CharType.HIRAGANA	65
れ	レ	CharType.HIRAGANA	66
ま	マ	CharType.HIRAGANA	67
す	ス	CharType.HIRAGANA	68
。	_	CharType.SYMBOL_STOP	69
味	ミソ	CharType.KANJI	70
噌	シ	CharType.KANJI	71
汁	ル	CharType.KANJI	72
、	_	CharType.SYMBOL_PAUSE	73
コ	コ	CharType.KATAKANA	74
ー	ー	CharType.KATAKANA	75
ン	ン+S	CharType.KATAKANA	76
ス	ス	CharType.KATAKANA	77
ー	ー	CharType.KATAKANA	78
プ	プ	CharType.KATAKANA	79
、	_	CharType.SYMBOL_PAUSE	80
ミ	ミ	CharType.KATAKANA	81
ネ	ネ	CharType.KATAKANA	82
ス	ス	CharType.KATAKANA	83
ト	ト	CharType.KATAKANA	84
ロ	ロ	CharType.KATAKANA	85
ー	ー	CharType.KATAKANA	86
ネ	ネ	CharType.KATAKANA	87
な	ナ	CharType.HIRAGANA	88
ど	ド	CharType.HIRAGANA	89
、	_	CharType.SYMBOL_PAUSE	90
種	シュ	CharType.KANJI	91
類	ルイ	CharType.KANJI	92
は	ワ+S	CharType.HIRAGANA	93
豊	ホー	CharType.KANJI	94
富	フ	CharType.KANJI	95
で	デ	CharType.HIRAGANA	96
す	ス	CharType.HIRAGANA	97
。	_	CharType.SYMBOL_STOP	98
簡	カン	CharType.KANJI	99
単	タン	CharType.KANJI	100
に	ニ+S	CharType.HIRAGANA	101
作	ツク	CharType.KANJI	102
れ	レ	CharType.HIRAGANA	103
る	ル+S	CharType.HIRAGANA	104
た	タ	CharType.HIRAGANA	105
め	メ	CharType.HIRAGANA	106
、	_	CharType.SYMBOL_PAUSE	107
忙	イソガ	CharType.KANJI	108
し	シ	CharType.HIRAGANA	109
い	イ+S	CharType.HIRAGANA	110
日	ヒ	CharType.KANJI	111
の	ノ+S	CharType.HIRAGANA	112
食	ショク	CharType.KANJI	113
事	ジ	CharType.KANJI	114
に	ニ	CharType.HIRAGANA	115
も	モ+S	CharType.HIRAGANA	116
最	サイ	CharType.KANJI	117
適	テキ	CharType.KANJI	118
で	デ	CharType.HIRAGANA	119
す	ス	CharType.HIRAGANA	120
。	_	CharType.SYMBOL_STOP	121
ス	ス	CharType.KATAKANA	122
ー	ー	CharType.KATAKANA	123
プ	プ	CharType.KATAKANA	124
を	ヲ+S	CharType.HIRAGANA	125
飲	ノ	CharType.KANJI	126
む	ム+S	CharType.HIRAGANA	127
こ	コ	CharType.HIRAGANA	128
と	ト	CharType.HIRAGANA	129
で	デ	CharType.HIRAGANA	130
、	_	CharType.SYMBOL_PAUSE	131
ホ	ホ	CharType.KATAKANA	132
ッ	ッ	CharType.KATAKANA	133
と	ト+S	CharType.HIRAGANA	134
す	ス	CharType.HIRAGANA	135
る	ル+S	CharType.HIRAGANA	136
時	ジ	CharType.KANJI	137
間	カン	CharType.KANJI	138
を	ヲ+S	CharType.HIRAGANA	139
過	ス	CharType.KANJI	140
ご	ゴ	CharType.HIRAGANA	141
せ	セ	CharType.HIRAGANA	142
ま	マ	CharType.HIRAGANA	143
す	ス	CharType.HIRAGANA	144
。	_	CharType.SYMBOL_STOP	145

カ	カ	CharType.KATAKANA	0
ラ	ラ	CharType.KATAKANA	1
オ	オ	CharType.KATAKANA	2
ケ	ケ	CharType.KATAKANA	3
は	ワ+S	CharType.HIRAGANA	4
歌	ウタ	CharType.KANJI	5
を	ヲ+S	CharType.HIRAGANA	6
歌	ウタ	CharType.KANJI	7
う	ウ+S	CharType.HIRAGANA	8
こ	コ	CharType.HIRAGANA	9
と	ト	CharType.HIRAGANA	10
で	デ+S	CharType.HIRAGANA	11
ス	ス	CharType.KATAKANA	12
ト	ト	CharType.KATAKANA	13
レ	レ	CharType.KATAKANA	14
ス	ス+S	CharType.KATAKANA	15
発	ハッ	CharType.KANJI	16
散	サン	CharType.KANJI	17
が	ガ+S	CharType.HIRAGANA	18
で	デ	CharType.HIRAGANA	19
き	キ	CharType.HIRAGANA	20
る	ル+S	CharType.HIRAGANA	21
娯	ゴ	CharType.KANJI	22
楽	ラク	CharType.KANJI	23
で	デ	CharType.HIRAGANA	24
す	ス	CharType.HIRAGANA	25
。	_	CharType.SYMBOL_STOP	26
友	ユー	CharType.KANJI	27
人	ジン	CharType.KANJI	28
や	ヤ+S	CharType.HIRAGANA	29
同	ドー	CharType.KANJI	30
僚	リョー	CharType.KANJI	31
と	ト+S	CharType.HIRAGANA	32
一	イッ	CharType.JAPANESE_NUMERIC	33
緒	ショ	CharType.KANJI	34
に	ニ+S	CharType.HIRAGANA	35
行	イ	CharType.KANJI	36
く	ク+S	CharType.HIRAGANA	37
こ	コ	CharType.HIRAGANA	38
と	ト	CharType.HIRAGANA	39
で	デ	CharType.HIRAGANA	40
、	_	CharType.SYMBOL_PAUSE	41
盛	モ	CharType.KANJI	42
り	リ	CharType.HIRAGANA	43
上	ア	CharType.KANJI	44
が	ガ	CharType.HIRAGANA	45
り	リ	CharType.HIRAGANA	46
ま	マ	CharType.HIRAGANA	47
す	ス	CharType.HIRAGANA	48
。	_	CharType.SYMBOL_STOP	49
好	ス	CharType.KANJI	50
き	キ	CharType.HIRAGANA	51
な	ナ+S	CharType.HIRAGANA	52
曲	キョク	CharType.KANJI	53
を	ヲ+S	CharType.HIRAGANA	54
思	オモ	CharType.KANJI	55
い	イ	CharType.HIRAGANA	56
切	キ	CharType.KANJI	57
り	リ+S	CharType.HIRAGANA	58
歌	ウタ	CharType.KANJI	59
う	ウ+S	CharType.HIRAGANA	60
こ	コ	CharType.HIRAGANA	61
と	ト	CharType.HIRAGANA	62
で	デ	CharType.HIRAGANA	63
、	_	CharType.SYMBOL_PAUSE	64
気	キ	CharType.KANJI	65
分	ブン	CharType.KANJI	66
が	ガ+S	CharType.HIRAGANA	67
ス	ス	CharType.KATAKANA	68
ッ	ッ	CharType.KATAKANA	69
キ	キ	CharType.KATAKANA	70
リ	リ+S	CharType.KATAKANA	71
し	シ	CharType.HIRAGANA	72
ま	マ	CharType.HIRAGANA	73
す	ス	CharType.HIRAGANA	74
。	_	CharType.SYMBOL_STOP	75
最	サイ	CharType.KANJI	76
近	キン	CharType.KANJI	77
の	ノ+S	CharType.HIRAGANA	78
機	キ	CharType.KANJI	79
械	カイ	CharType.KANJI	80
は	ワ+S	CharType.HIRAGANA	81
採	サイ	CharType.KANJI	82
点	テン+S	CharType.KANJI	83
機	キ	CharType.KANJI	84
能	ノー	CharType.KANJI	85
も	モ+S	CharType.HIRAGANA	86
あ	ア	CharType.HIRAGANA	87
り	リ	CharType.HIRAGANA	88
、	_	CharType.SYMBOL_PAUSE	89
高	コー	CharType.KANJI	90
得	トク	CharType.KANJI	91
点	テン	CharType.KANJI	92
を	ヲ+S	CharType.HIRAGANA	93
目	メ	CharType.KANJI	94
指	ザ	CharType.KANJI	95
す	ス+S	CharType.HIRAGANA	96
楽	タノ	CharType.KANJI	97
し	シ	CharType.HIRAGANA	98
み	ミ	CharType.HIRAGANA	99
も	モ+S	CharType.HIRAGANA	100
あ	ア	CharType.HIRAGANA	101
り	リ	CharType.HIRAGANA	102
ま	マ	CharType.HIRAGANA	103
す	ス	CharType.HIRAGANA	104
。	_	CharType.SYMBOL_STOP	105
一	ヒト	CharType.JAPANESE_NUMERIC	106
人	リ+S	CharType.KANJI	107
カ	カ	CharType.KATAKANA	108
ラ	ラ	CharType.KATAKANA	109
オ	オ	CharType.KATAKANA	110
ケ	ケ	CharType.KATAKANA	111
も	モ+S	CharType.HIRAGANA	112
人	ニン	CharType.KANJI	113
気	キ	CharType.KANJI	114
で	デ	CharType.HIRAGANA	115
、	_	CharType.SYMBOL_PAUSE	116
周	マワ	CharType.KANJI	117
り	リ	CharType.HIRAGANA	118
を	ヲ+S	CharType.HIRAGANA	119
気	キ	CharType.KANJI	120
に	ニ+S	CharType.HIRAGANA	121
せ	セ	CharType.HIRAGANA	122
ず	ズ+S	CharType.HIRAGANA	123
練	レン	CharType.KANJI	124
習	シュー+S	CharType.KANJI	125
で	デ	CharType.HIRAGANA	126
き	キ	CharType.HIRAGANA	127
ま	マ	CharType.HIRAGANA	128
す	ス	CharType.HIRAGANA	129
。	_	CharType.SYMBOL_STOP	130
歌	ウタ	CharType.KANJI	131
う	ウ+S	CharType.HIRAGANA	132
こ	コ	CharType.HIRAGANA	133
と	ト	CharType.HIRAGANA	134
で	デ+S	CharType.HIRAGANA	135
元	ゲン	CharType.KANJI	136
気	キ	CharType.KANJI	137
が	ガ+S	CharType.HIRAGANA	138
出	デ	CharType.KANJI	139
ま	マ	CharType.HIRAGANA	140
す	ス	CharType.HIRAGANA	141
。	_	CharType.SYMBOL_STOP	142

ア	ア	CharType.KATAKANA	0
イ	イ	CharType.KATAKANA	1
ス	ス+S	CharType.KATAKANA	2
ク	ク	CharType.KATAKANA	3
リ	リ	CharType.KATAKANA	4
ー	ー	CharType.KATAKANA	5
ム	ム	CharType.KATAKANA	6
は	ワ+S	CharType.HIRAGANA	7
冷	ツメ	CharType.KANJI	8
た	タ	CharType.HIRAGANA	9
く	ク	CharType.HIRAGANA	10
て	テ+S	CharType.HIRAGANA	11
甘	アマ	CharType.KANJI	12
い	イ	CharType.HIRAGANA	13
、	_	CharType.SYMBOL_PAUSE	14
夏	ナツ	CharType.KANJI	15
の	ノ+S	CharType.HIRAGANA	16
定	テイ	CharType.KANJI	17
番	バン+S	CharType.KANJI	18
デ	デ	CharType.KATAKANA	19
ザ	ザ	CharType.KATAKANA	20
ー	ー	CharType.KATAKANA	21
ト	ト	CharType.KATAKANA	22
で	デ	CharType.HIRAGANA	23
す	ス	CharType.HIRAGANA	24
。	_	CharType.SYMBOL_STOP	25
バ	バ	CharType.KATAKANA	26
ニ	ニ	CharType.KATAKANA	27
ラ	ラ	CharType.KATAKANA	28
、	_	CharType.SYMBOL_PAUSE	29
チ	チョ	CharType.KATAKANA	30
ョ	---	CharType.KATAKANA	31
コ	コ	CharType.KATAKANA	32
レ	レ	CharType.KATAKANA	33
ー	ー	CharType.KATAKANA	34
ト	ト	CharType.KATAKANA	35
、	_	CharType.SYMBOL_PAUSE	36
ス	ス	CharType.KATAKANA	37
ト	ト	CharType.KATAKANA	38
ロ	ロ	CharType.KATAKANA	39
ベ	ベ	CharType.KATAKANA	40
リ	リ	CharType.KATAKANA	41
ー	ー	CharType.KATAKANA	42
な	ナ	CharType.HIRAGANA	43
ど	ド	CharType.HIRAGANA	44
、	_	CharType.SYMBOL_PAUSE	45
フ	フ	CharType.KATAKANA	46
レ	レ	CharType.KATAKANA	47
ー	ー	CharType.KATAKANA	48
バ	バ	CharType.KATAKANA	49
ー	ー	CharType.KATAKANA	50
は	ワ+S	CharType.HIRAGANA	51
豊	ホー	CharType.KANJI	52
富	フ	CharType.KANJI	53
で	デ	CharType.HIRAGANA	54
す	ス	CharType.HIRAGANA	55
。	_	CharType.SYMBOL_STOP	56
暑	アツ	CharType.KANJI	57
い	イ+S	CharType.HIRAGANA	58
日	ヒ	CharType.KANJI	59
に	ニ+S	CharType.HIRAGANA	60
食	タ	CharType.KANJI	61
べ	ベ	CharType.HIRAGANA	62
る	ル	CharType.HIRAGANA	63
と	ト	CharType.HIRAGANA	64
、	_	CharType.SYMBOL_PAUSE	65
涼	スズ	CharType.KANJI	66
し	シ	CharType.HIRAGANA	67
さ	サ	CharType.HIRAGANA	68
と	ト+S	CharType.HIRAGANA	69
幸	シアワ	CharType.KANJI	70
せ	セ	CharType.HIRAGANA	71
を	ヲ+S	CharType.HIRAGANA	72
感	カン	CharType.KANJI	73
じ	ジ	CharType.HIRAGANA	74
ら	ラ	CharType.HIRAGANA	75
れ	レ	CharType.HIRAGANA	76
ま	マ	CharType.HIRAGANA	77
す	ス	CharType.HIRAGANA	78
。	_	CharType.SYMBOL_STOP	79
最	サイ	CharType.KANJI	80
近	キン	CharType.KANJI	81
で	デ	CharType.HIRAGANA	82
は	ワ	CharType.HIRAGANA	83
、	_	CharType.SYMBOL_PAUSE	84
低	テイ	CharType.KANJI	85
カ	カ	CharType.KATAKANA	86
ロ	ロ	CharType.KATAKANA	87
リ	リ	CharType.KATAKANA	88
ー	ー	CharType.KATAKANA	89
や	ヤ+S	CharType.HIRAGANA	90
健	ケン	CharType.KANJI	91
康	コー+S	CharType.KANJI	92
志	シ	CharType.KANJI	93
向	コー	CharType.KANJI	94
の	ノ+S	CharType.HIRAGANA	95
ア	ア	CharType.KATAKANA	96
イ	イ	CharType.KATAKANA	97
ス	ス+S	CharType.KATAKANA	98
ク	ク	CharType.KATAKANA	99
リ	リ	CharType.KATAKANA	100
ー	ー	CharType.KATAKANA	101
ム	ム	CharType.KATAKANA	102
も	モ+S	CharType.HIRAGANA	103
増	フ	CharType.KANJI	104
え	エ	CharType.HIRAGANA	105
て	テ+S	CharType.HIRAGANA	106
い	イ	CharType.HIRAGANA	107
ま	マ	CharType.HIRAGANA	108
す	ス	CharType.HIRAGANA	109
。	_	CharType.SYMBOL_STOP	110
お	オ	CharType.HIRAGANA	111
気	キ	CharType.KANJI	112
に	ニ	CharType.HIRAGANA	113
入	イ	CharType.KANJI	114
り	リ	CharType.HIRAGANA	115
の	ノ+S	CharType.HIRAGANA	116
味	アジ	CharType.KANJI	117
を	ヲ+S	CharType.HIRAGANA	118
見	ミ	CharType.KANJI	119
つ	ツ	CharType.HIRAGANA	120
け	ケ	CharType.HIRAGANA	121
る	ル+S	CharType.HIRAGANA	122
楽	タノ	CharType.KANJI	123
し	シ	CharType.HIRAGANA	124
み	ミ	CharType.HIRAGANA	125
が	ガ+S	CharType.HIRAGANA	126
あ	ア	CharType.HIRAGANA	127
り	リ	CharType.HIRAGANA	128
ま	マ	CharType.HIRAGANA	129
す	ス	CharType.HIRAGANA	130
。	_	CharType.SYMBOL_STOP	131
ア	ア	CharType.KATAKANA	132
イ	イ	CharType.KATAKANA	133
ス	ス+S	CharType.KATAKANA	134
ク	ク	CharType.KATAKANA	135
リ	リ	CharType.KATAKANA	136
ー	ー	CharType.KATAKANA	137
ム	ム	CharType.KATAKANA	138
屋	ヤ	CharType.KANJI	139
さ	サ	CharType.HIRAGANA	140
ん	ン+S	CharType.HIRAGANA	141
巡	メグ	CharType.KANJI	142
り	リ	CharType.HIRAGANA	143
も	モ+S	CharType.HIRAGANA	144
楽	タノ	CharType.KANJI	145
し	シ	CharType.HIRAGANA	146
い	イ	CharType.HIRAGANA	147
で	デ	CharType.HIRAGANA	148
す	ス	CharType.HIRAGANA	149
。	_	CharType.SYMBOL_STOP	150

家	カ	CharType.KANJI	0
庭	テイ+S	CharType.KANJI	1
菜	サイ	CharType.KANJI	2
園	エン	CharType.KANJI	3
は	ワ+S	CharType.HIRAGANA	4
自	ジ	CharType.KANJI	5
宅	タク	CharType.KANJI	6
で	デ+S	CharType.HIRAGANA	7
野	ヤ	CharType.KANJI	8
菜	サイ	CharType.KANJI	9
や	ヤ+S	CharType.HIRAGANA	10
ハ	ハ	CharType.KATAKANA	11
ー	ー	CharType.KATAKANA	12
ブ	ブ	CharType.KATAKANA	13
を	ヲ+S	CharType.HIRAGANA	14
育	ソダ	CharType.KANJI	15
て	テ	CharType.HIRAGANA	16
る	ル+S	CharType.HIRAGANA	17
活	カツ	CharType.KANJI	18
動	ドー	CharType.KANJI	19
で	デ+S	CharType.HIRAGANA	20
あ	ア	CharType.HIRAGANA	21
り	リ	CharType.HIRAGANA	22
、	_	CharType.SYMBOL_PAUSE	23
収	シュー	CharType.KANJI	24
穫	カク	CharType.KANJI	25
の	ノ+S	CharType.HIRAGANA	26
喜	ヨロコ	CharType.KANJI	27
び	ビ	CharType.HIRAGANA	28
を	ヲ+S	CharType.HIRAGANA	29
味	アジ	CharType.KANJI	30
わ	ワ	CharType.HIRAGANA	31
え	エ	CharType.HIRAGANA	32
ま	マ	CharType.HIRAGANA	33
す	ス	CharType.HIRAGANA	34
。	_	CharType.SYMBOL_STOP	35
ト	ト	CharType.KATAKANA	36
マ	マ	CharType.KATAKANA	37
ト	ト	CharType.KATAKANA	38
や	ヤ+S	CharType.HIRAGANA	39
キ	キュ	CharType.KATAKANA	40
ュ	---	CharType.KATAKANA	41
ウ	ー	CharType.KATAKANA	42
リ	リ	CharType.KATAKANA	43
な	ナ	CharType.HIRAGANA	44
ど	ド	CharType.HIRAGANA	45
、	_	CharType.SYMBOL_PAUSE	46
初	ショ	CharType.KANJI	47
心	シン	CharType.KANJI	48
者	シャ	CharType.KANJI	49
で	デ	CharType.HIRAGANA	50
も	モ+S	CharType.HIRAGANA	51
育	ソダ	CharType.KANJI	52
て	テ+S	CharType.HIRAGANA	53
や	ヤ	CharType.HIRAGANA	54
す	ス	CharType.HIRAGANA	55
い	イ+S	CharType.HIRAGANA	56
野	ヤ	CharType.KANJI	57
菜	サイ	CharType.KANJI	58
か	カ	CharType.HIRAGANA	59
ら	ラ+S	CharType.HIRAGANA	60
始	ハジ	CharType.KANJI	61
め	メ	CharType.HIRAGANA	62
る	ル	CharType.HIRAGANA	63
と	ト+S	CharType.HIRAGANA	64
良	ヨ	CharType.KANJI	65
い	イ	CharType.HIRAGANA	66
で	デ	CharType.HIRAGANA	67
し	ショ	CharType.HIRAGANA	68
ょ	---	CharType.HIRAGANA	69
う	ー	CharType.HIRAGANA	70
。	_	CharType.SYMBOL_STOP	71
自	ジ	CharType.KANJI	72
分	ブン	CharType.KANJI	73
で	デ+S	CharType.HIRAGANA	74
育	ソダ	CharType.KANJI	75
て	テ	CharType.HIRAGANA	76
た	タ+S	CharType.HIRAGANA	77
野	ヤ	CharType.KANJI	78
菜	サイ	CharType.KANJI	79
は	ワ+S	CharType.HIRAGANA	80
新	シン	CharType.KANJI	81
鮮	セン	CharType.KANJI	82
で	デ	CharType.HIRAGANA	83
、	_	CharType.SYMBOL_PAUSE	84
味	アジ	CharType.KANJI	85
も	モ+S	CharType.HIRAGANA	86
格	カク	CharType.KANJI	87
別	ベツ	CharType.KANJI	88
で	デ	CharType.HIRAGANA	89
す	ス	CharType.HIRAGANA	90
。	_	CharType.SYMBOL_STOP	91
土	ツチ	CharType.KANJI	92
に	ニ+S	CharType.HIRAGANA	93
触	フ	CharType.KANJI	94
れ	レ	CharType.HIRAGANA	95
る	ル+S	CharType.HIRAGANA	96
こ	コ	CharType.HIRAGANA	97
と	ト	CharType.HIRAGANA	98
で	デ+S	CharType.HIRAGANA	99
リ	リ	CharType.KATAKANA	100
ラ	ラ	CharType.KATAKANA	101
ッ	ッ	CharType.KATAKANA	102
ク	ク	CharType.KATAKANA	103
ス	ス+S	CharType.KATAKANA	104
効	コー	CharType.KANJI	105
果	カ	CharType.KANJI	106
も	モ+S	CharType.HIRAGANA	107
あ	ア	CharType.HIRAGANA	108
り	リ	CharType.HIRAGANA	109
ま	マ	CharType.HIRAGANA	110
す	ス	CharType.HIRAGANA	111
。	_	CharType.SYMBOL_STOP	112
プ	プ	CharType.KATAKANA	113
ラ	ラ	CharType.KATAKANA	114
ン	ン	CharType.KATAKANA	115
タ	タ	CharType.KATAKANA	116
ー	ー	CharType.KATAKANA	117
を	ヲ+S	CharType.HIRAGANA	118
使	ツカ	CharType.KANJI	119
え	エ	CharType.HIRAGANA	120
ば	バ	CharType.HIRAGANA	121
、	_	CharType.SYMBOL_PAUSE	122
ベ	ベ	CharType.KATAKANA	123
ラ	ラ	CharType.KATAKANA	124
ン	ン	CharType.KATAKANA	125
ダ	ダ	CharType.KATAKANA	126
で	デ	CharType.HIRAGANA	127
も	モ+S	CharType.HIRAGANA	128
栽	サイ	CharType.KANJI	129
培	バイ+S	CharType.KANJI	130
で	デ	CharType.HIRAGANA	131
き	キ	CharType.HIRAGANA	132
ま	マ	CharType.HIRAGANA	133
す	ス	CharType.HIRAGANA	134
。	_	CharType.SYMBOL_STOP	135
毎	マイ	CharType.KANJI	136
日	ニチ	CharType.KANJI	137
の	ノ+S	CharType.HIRAGANA	138
成	セイ	CharType.KANJI	139
長	チョー	CharType.KANJI	140
を	ヲ+S	CharType.HIRAGANA	141
観	カン	CharType.KANJI	142
察	サツ+S	CharType.KANJI	143
す	ス	CharType.HIRAGANA	144
る	ル	CharType.HIRAGANA	145
の	ノ	CharType.HIRAGANA	146
が	ガ+S	CharType.HIRAGANA	147
楽	タノ	CharType.KANJI	148
し	シ	CharType.HIRAGANA	149
み	ミ	CharType.HIRAGANA	150
で	デ	CharType.HIRAGANA	151
す	ス	CharType.HIRAGANA	152
。	_	CharType.SYMBOL_STOP	153

バ	バ	CharType.KATAKANA	0
ー	ー	CharType.KATAKANA	1
ベ	ベ	CharType.KATAKANA	2
キ	キュ	CharType.KATAKANA	3
ュ	---	CharType.KATAKANA	4
ー	ー	CharType.KATAKANA	5
は	ワ+S	CharType.HIRAGANA	6
屋	オク	CharType.KANJI	7
外	ガイ	CharType.KANJI	8
で	デ+S	CharType.HIRAGANA	9
肉	ニク	CharType.KANJI	10
や	ヤ+S	CharType.HIRAGANA	11
野	ヤ	CharType.KANJI	12
菜	サイ	CharType.KANJI	13
を	ヲ+S	CharType.HIRAGANA	14
焼	ヤ	CharType.KANJI	15
い	イ	CharType.HIRAGANA	16
て	テ+S	CharType.HIRAGANA	17
楽	タノ	CharType.KANJI	18
し	シ	CharType.HIRAGANA	19
む	ム+S	CharType.HIRAGANA	20
食	ショク	CharType.KANJI	21
